producto,unidad,precio_promedio_por_unidad,precio_promedio_por_100,energ_kcal,carbohydrt,lipid_tot,protein,fiber_td,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole
CEBOLLA,GR,0.0237,2.3722,115.04384615384615,18.23769230769231,3.1369230769230763,5.0515384615384615,2.802307692307692,42.91384615384615,1.6400000000000001,0.13916666666666666,1.7408333333333335,0.893846154,10.12076923076923,0.11384615384615385,0.1353846153846154,0.6761538461538461,0.4184615384615385,0.36307692307692313,8.844615384615386,29.94,1.6930769230769231,271.5792307692308,0.4946153846153847,2.67,18.563076923076924,0.9683076923076924,1.0744615384615384,0.8354615384615387,18.39707692307692
CEREALES,GR,0.148,14.8032,278.5628571428571,56.62285714285714,3.3542857142857145,5.951428571428571,2.2057142857142855,251.00000000000003,10.918571428571427,0,12.726666666666667,4.874285714285714,44.68142857142857,0.44428571428571434,0.9550000000000001,7.425714285714286,0.626,0.58,77.19714285714285,16.601999999999997,0.5714285714285714,175.374,1.2857142857142858,101.00571428571428,32.112,1.2471666666666668,1.5498,1.5306000000000002,10.9038
CERVEZA,ML,0.3538,35.3805,38.445,5.135,0.0075,0.3075,0.115,5.665,0.065,0,0.065,0.03,1.225,0.0025,0.015,0.34,0.035,0.03,0,4.5775,0.015,0.0925,0.01,0,0.0275,0.001,0.00075,0.00225,0
CHAMPIÑONES,GR,0.1008,10.0766,37.666666666666664,4.623333333333333,1.1933333333333331,2.953333333333333,2.1733333333333333,12.333333333333334,2.28,0,2.55,0.7733333333333333,2.3333333333333335,0.20666666666666667,0.35333333333333333,3.453333333333333,1.4900000000000002,0.083333333,7,15.666666666666666,0,0,0.01,7.666666666666667,0,0.040333333,0.009333333,0.15433333333333332,0
CHARAL,GR,0.142,14.1966,232.88333333333333,4.8500000000000005,4.703333333333334,42.98333333333334,0.27666666666666667,2106.48,1.83,0.61,1.2333333333333334,2.16,4.163333333333333,0.29333333333333333,0.15,3.953333333333333,0.22,0.16,0,9.32,0,25.31,0.57,336.7366666666666,5.25,0.289,0.97,1.329,0
CHAYOTE,GR,0.0364,3.6405,36.21666666666667,7.448888889,0.40444444444444444,1.051111111111111,1.5344444444444445,13.713333333333331,0.5444444444444445,0,0.5875,0.4411111111111111,9.272222222222222,0.030000000000000002,0.033333333,0.5611111111111112,0.24000000000000002,0.11444444444444445,1.327142857142857,39.81333333333333,0.006666667,4.058888888888889,0.22428571428571434,0,4.355714285714286,0.046,0.087555556,0.12944444444444445,0
CHILE FRESCO,GR,0.0634,6.345,61.5,10.49,2.05,2.57,3.83,36.92,2.71,0,2.71,0.45,144.93,0.24,0.15,1.57,0.26,0.42,14.64,16.55,0,390.04,0.83,0,8.8,0.337,0.263,0.465,0
CHILE SECO,GR,0.3681,36.8132,281.85,29.795,12.829999999999998,13.989999999999998,6.645,73.465,4.725,0.305,4.415,2.655,36.355000000000004,0.18,0.58,5.96,0.555,1.3450000000000002,7.67,83,1.195,791.5300000000001,0.49,0,7.4,4.768,4.7755,0.641,28.22
CHILES,GR,0.0897,8.9723,26.62,4.66,0.66,0.51,3.6,26,2.8,0,2.8,0.19,4,0.05,0.01,0.5,0.07,0.21,,14,0,52,1,0,,0,0.03,0.31,0
CHOCOLATE,GR,0.5403,54.0282,362.4646,52.9442,15.975200000000003,4.7054,2.976938775510204,91.03333333333335,3.977021276595745,0,4.1887878787878785,1.9897826086956523,11.157142857142857,0.24704545454545457,0.3366666666666667,2.685227272727273,0.7927027027027027,0.1881818181818182,38.009249999999994,12.282682926829269,0.27681818181818185,108.45511627906976,1.586923076923077,24.504722222222224,4.420487804878048,9.521938775510204,4.563604166666666,1.7770833333333333,10.735422222222223
CHOCOLATE EN TABLILLAS,GR,0.2405,24.0497,427.17,80.64,10.11,3.7,9.71,46,2.8,0,2.8,5,0,0.05,0.09,0.5,,0.03,0,5,0,0,0.36,0,2.2,7.73,7.67,1.43,0
CHORIZO,GR,0.2631,26.3096,262.73625000000004,10.010000000000002,18.78625,12.98125,1.445,30.46875,1.6075,0.33125,1.3825,1.8325,4.592499999999999,0.245,0.18000000000000002,2.74375,0.72875,0.29125,7.401428571428572,17.53875,0.83375,25.6,0.50375,34.5825,2.65375,6.282625,7.765124999999999,2.741625,66.660125
CHUCUMITE,GR,0.25,25,89,0,1,20,0,15.96,0.6,0.24,0.36,0.4,0,0.35,0.07,0.9,0.75,0.4,0,5,0.3,0,0.84,226,0.1,0.342,0.453,1.06,43.65
CHÍA,GR,0.2306,23.0602,536,64,32.8,17.2,27.6,820,16.4,,,6.8,,,,,,,0,,,44,,,,,,,0
CHÍCHARO,GR,0.0531,5.3058,72.73571428571428,11.485714285714286,0.9571428571428572,4.272857142857143,3.128571428571429,49.271428571428565,1.0842857142857143,0,1.01,0.7985714285714286,12.012857142857142,0.11714285714285715,0.091428571,0.9857142857142857,0.14142857142857143,0.1142857142857143,13.907142857142857,33.90857142857143,0.028571428571428574,89.81333333333335,0.12166666666666669,1.2933333333333332,18.346666666666668,0.4997142857142857,0.4454285714285714,0.7064285714285715,2.3918571428571433
CHÍCHAROS,GR,0.0934,9.3374,72.73571428571428,11.485714285714286,0.9571428571428572,4.272857142857143,3.128571428571429,49.271428571428565,1.0842857142857143,0,1.01,0.7985714285714286,12.012857142857142,0.11714285714285715,0.091428571,0.9857142857142857,0.14142857142857143,0.1142857142857143,13.907142857142857,33.90857142857143,0.028571428571428574,89.81333333333335,0.12166666666666669,1.2933333333333332,18.346666666666668,0.4997142857142857,0.4454285714285714,0.7064285714285715,2.3918571428571433
CHÍCHAROS EN LATA,GR,0.0536,5.3579,112.04,14.04,0.84,7.42,4.49,49.73,1.3,0,1.3,1.24,12,0.09,0.05,0.7,0.13,0.17,65.2,44,0,23.5,0.03,0,21.4,0.03,0.04,0.15,0
CIRUELA,GR,0.0792,7.9232,120.70583333333332,28.39333333333333,0.5183333333333334,1.7408333333333335,2.904166666666667,75.89666666666666,1.7666666666666666,0,2.119,0.5136363636363636,6.7825,0.078333333,0.085454545,1.1633333333333333,0.34090909090909094,0.17909090909090908,5.3536363636363635,3.0855555555555556,0.1427272727272727,56.59636363636364,0.2422222222222222,26.88888888888889,11.795555555555556,0.19399999999999998,0.26799999999999996,0.0683,1.6
CIRUELA PASA,GR,0.1672,16.7219,114.4425,27.17,0.54875,1.38875,1.5187499999999998,43.78125,0.92875,0,1.2316666666666667,0.325,1.105,0.034999999999999996,0.10500000000000001,0.7337500000000001,0.2575,0.20500000000000002,0.8612500000000001,2.2985714285714285,0.10875,31.89125,0.2742857142857143,0.3333333333333333,14.251428571428571,0.239,0.31425,0.071875,2
CLAVO,GR,0.3146,31.4608,274,65.53,13,5.97,33.9,632,11.83,0,11.83,2.32,0.2,0.16,0.22,1.56,0.51,0.39,0,25,0,8,8.82,0,141.8,3.952,1.393,3.606,0
COCTEL DE FRUTAS EN ALMÍBAR,GR,0.0871,8.7136,341,85.13,0,0,0.1,8,0.04,,,0.26,1.6,0.03,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0.1,0,0,0,0
COL,GR,0.0352,3.5162,264.9238157894737,38.14052631578948,11.068026315789472,5.095394736842107,2.5376000000000003,72.16635135135135,2.8852857142857142,0.027999999999999997,2.9981999999999998,1.416086956521739,18.65646153846154,0.17955223880597015,0.24602941176470589,1.9249253731343283,0.612280702,0.1643939393939394,26.29111111111111,19.798548387096776,0.19880597014925375,77.53060606060606,1.203225806451613,16.467894736842105,17.751587301587303,6.678424657534247,3.3548750000000003,1.3011267605633803,8.982246376811593
COMBINADO PRIMAVERA,GR,0.097,9.7006,65.86,10.9,1.04,3.21,1.66,27,1.05,0,1.05,0.41,5,0.05,0.05,0.58,0.14,0.08,0,24,0,583,0.29,0,18.2,0.16,1,0.5,0
COMINO,GR,0.7171,71.713,375,44.24,22.27,17.81,10.5,931,66.36,0,66.36,4.8,7.7,0.63,0.33,4.58,,0.44,0,10,0,64,3.33,0,5.4,1.535,14.04,3.279,0
CONCENTRADO DE POLLO,GR,0.877,87.7016,219.98,23.23,10.76,7.56,1.97,190,1.87,0,1.87,0.2,1,0.19,0.38,3.9,0.6,0.1,0,32,0.3,0,0.09,0,0,3.26,0.91,0.45,13
CREMA,GR,0.1065,10.6544,196.94592592592593,18.162037037037035,11.839814814814815,4.998148148148148,0.889622642,132.51792452830188,1.0054716981132077,0.0094,1.0332000000000001,0.8135849056603774,11.43509433962264,0.084716981,0.16264150943396224,1.3177358490566038,0.43235294117647066,0.092075472,19.791346153846156,13.528823529411767,0.25245283018867926,99.94094339622642,1.2345283018867925,25.132692307692306,7.255098039215686,5.250925925925926,3.5759444444444455,1.6847924528301885,24.99311111111111
CREMA,ML,0.1022,10.2233,196.94592592592593,18.162037037037035,11.839814814814815,4.998148148148148,0.889622642,132.51792452830188,1.0054716981132077,0.0094,1.0332000000000001,0.8135849056603774,11.43509433962264,0.084716981,0.16264150943396224,1.3177358490566038,0.43235294117647066,0.092075472,19.791346153846156,13.528823529411767,0.25245283018867926,99.94094339622642,1.2345283018867925,25.132692307692306,7.255098039215686,5.250925925925926,3.5759444444444455,1.6847924528301885,24.99311111111111
CREMA BATIDA,ML,0.0567,5.6694,257,12.49,22.22,3.2,0,101,0.05,,,0.37,0,0.04,0.06,0.07,0.31,0.04,0,3,0.29,188,0.64,16,1.9,13.831,6.418,0.825,76
CREMA DE CACAHUATE,GR,0.1938,19.3806,554.5,28.61,41.97,24.979999999999997,6.6,40,1.9,0,1.9,2.795,0,0.19,0.085,14.149999999999999,1.0950000000000002,0.365,0,76,0,0,7.67,0,0.55,6.6850000000000005,19.637999999999998,11.556000000000001,0
CURVINA,GR,0.0963,9.6277,120.91999999999999,0.15,3.835,20.695,0,195.57,0.8049999999999999,0.325,0.48,0.74,0.135,0.125,0.13,3.475,0.785,0.28500000000000003,1.325,8.835,3.5199999999999996,63.38,0.735,449.99,0.505,0.8400000000000001,1.0635,0.9025,43.283
CÚRCUMA,GR,0.8109,81.0898,58,10.3,0.02,4.13,1.2,51,12.2,0,12.2,0.2,5,0.15,0.21,1.4,,0.3,8.3,,0,0,,,,0,0,0,0
DURAZNO,GR,0.0922,9.2197,64.54090909,15.122727272727273,0.2990909090909091,0.6636363636363637,0.874,22.46,0.6618181818181819,0,0.7230000000000001,0.17727272727272728,14.890000000000002,0.019090909090909092,0.058181818181818196,0.42363636363636364,0.13428571428571429,0.05,2.637,8.639999999999999,0.072727273,12.797272727272729,0.46699999999999997,0.2222222222222222,2.7777777777777777,0.1301,0.0585,0.0395,0.8181818181818182
DURAZNOS EN ALMÍBAR,GR,0.078,7.7987,74.25,17.72,0.06,0.63,0.75,16,0.3,0,0.3,0.09,3,0.01,0.01,0.5,0.05,0.02,3.1,3,0,3,0,0,1.7,0,0,0,0
EJOTE,GR,0.06,5.9992,49.702,6.806,2.04,2.372,2.6020000000000003,38.716,0.772,0,0.776,0.298,9.738,0.066,0.10800000000000001,0.58,0.182,0.092,2.852,29.274,0.046,41.772,0.688,4.564,40.224000000000004,0.359,0.6978000000000001,0.8466000000000001,22.3358
ELOTE,GR,0.0546,5.4587,121.96625,21.93625,3.2956250000000002,3.5,1.9006666666666667,26.508750000000003,0.6643749999999999,0,0.6756249999999999,0.57875,4.293125,0.115,0.080625,1.2843749999999998,0.52125,0.10812500000000001,0.2564285714285714,24.780666666666665,0.057499999999999996,45.115624999999994,0.156,3.7986666666666666,2.418,1.4104375,0.9094374999999999,0.7199375000000001,6.421687500000001
EMPANIZADORES,GR,0.1655,16.549,321.56,74.84,1.07,10.31,2.08,36,3.4,0,3.4,3.4,0,0.32,0.28,2.86,0.55,0.12,190,25,0.35,0,0.08,0,6.6,0,0.8,1.2,0
FLAN,GR,0.1707,17.0677,151.87333333333333,26.406666666666666,3.2533333333333334,4.3566666666666665,0.043333333333333335,60.923333333333325,0.21,0,0.21,0.4766666666666666,0.81,0.033333333,0.18333333333333335,0.086666667,0.36999999999999994,0.036666667,4.489999999999999,6.933333333333334,0.26666666666666666,39.723333333333336,0.16,25.653333333333336,0.275,2.0850000000000004,1.1296666666666666,0.2363333333333333,35.99766666666667
FLORETES DE BRÓCOLI,GR,0.1097,10.9722,39.56,5.895999999999999,1.222,2.292,2.064,40.315999999999995,0.574,0,0.5525,0.39,52.474000000000004,0.05,0.10399999999999998,0.6940000000000001,0.5025000000000001,0.13200000000000003,2.932,60.428,0.09,39.176,0.7040000000000001,1.61,79.312,0.7444,0.42800000000000005,0.1728,2.6246
FRESA,GR,0.1526,15.2558,175.4345,24.066000000000003,2.8539999999999996,2.4625,0.9039999999999999,51.443684210526314,2.8342105263157897,0,3.8192857142857144,1.1310526315789475,22.16105263157895,0.1411111111111111,0.21777777777777774,2.432105263157895,0.5331250000000001,0.2489473684210526,8.112352941,12.911111111111111,0.17833333333333334,82.19842105263157,0.7655555555555555,25.692777777777778,1.7193749999999999,1.591157894736842,0.7754117647058824,0.165,9.489833333333332
FRIJOL,GR,0.0521,5.2139,223.43916666666667,33.07111111111111,5.288611111111111,11.264166666666666,6.096111111,96.20176470588234,3.3634285714285714,0.012285714285714285,3.416,1.598529411764706,5.377647058823529,0.32911764705882357,0.11323529411764707,1.0844117647058824,0.431875,0.20264705882352943,52.65878787878787,181.91242424242424,0.060625,8.345454545454546,0.6367857142857142,3.449393939393939,5.540740741,1.2816666666666663,1.802777777777778,1.8580555555555556,11.628636363636362
FRIJOLES,GR,0.0367,3.667,163.91357142857146,17.904285714285713,7.498571428571429,6.386428571428572,3.2671428571428573,37.7325,1.2153846153846155,0.026153846153846156,1.3438461538461541,0.92,1.3124999999999998,0.14916666666666667,0.083333333,0.7383333333333334,0.26166666666666666,0.095,29.2375,38.90916666666667,0.11,10.615,0.6050000000000001,6.069999999999999,4.629166666666666,2.001214285714286,2.7655000000000003,2.296642857142857,23.30116666666667
FÓRMULA LÁCTEA,GR,0.4565,45.6488,55.67,5.67,3,1.92,0,88.05,0.34,0,0.34,,,0.08,0.08,,0.33,,,,,66.4,,19.6,,1.555,1.173,0.272,
GALLETAS DULCES,GR,0.1496,14.9559,413.81,76.92,10.1,7.23,3,43,2.75,0,2.75,0.64,0,0.35,0.33,3.47,0.38,0.02,42,14,0.05,0,0.12,4,5.9,3.007,5.957,1.129,0
GALLETAS POPULARES,GR,0.1069,10.6866,413.81,76.92,10.1,7.23,3,43,2.75,0,2.75,0.64,0,0.35,0.33,3.47,0.38,0.02,42,14,0.05,0,0.12,4,5.9,3.007,5.957,1.129,0
GALLETAS SALADAS,GR,0.1309,13.0939,458.97,64.18,10.7,8.89,4.21,19,1.6,0,1.6,0.3,0,0.13,0.13,1.1,0.54,0.06,7,17,0,1,1.15,,25.4,2.547,6.968,1.185,0
GARBANZO,GR,0.0769,7.6938,241.5966666666667,33.9425,7.476666666666667,11.016666666666666,7.461666666666667,52.32750000000001,2.95,0.024545454545454547,2.9527272727272726,1.4981818181818183,4.219090909090909,0.18272727272727274,0.12181818181818184,0.84,0.49000000000000005,0.22818181818181815,50.376363636363635,194.09818181818184,0.030000000000000002,17.566363636363636,0.4945454545454547,2.069090909090909,8.759090909090908,2.1519166666666663,2.8998333333333335,2.1356666666666664,7.955363636363635
GELATINA EN POLVO,GR,0.2206,22.0561,58.36,11.45,0.41,2.23,0,0,0.13,0,0.13,0.01,0,0,0.04,0.01,0.01,0,0,3,0,0,0,0,0,0.26,0,0,0
GRANADA,GR,0.1567,15.6673,93.65,20.5,0.9349999999999999,1.935,7.45,10,0.9500000000000001,0,0.9500000000000001,0.1,18,0.02,0.08,0.9,0.38,0.085,0,38,0,8.75,0.1,0,16.4,0.055,0.04,0.05,0
GRANOLA,GR,0.2483,24.831,415.12333333333333,65.64388888888888,14.753888888888888,7.612222222222221,4.325555555555556,79.97666666666667,3.3105555555555557,0,3.876666666666667,1.583888888888889,0.29277777777777775,0.30388888888888893,0.2666666666666667,2.575,0.5118750000000001,0.32333333333333336,24.352941176470587,18.133333333333333,0.1,46.345882352941175,3.177272727272727,7.578999999999999,6.053,5.3485,4.3915,3.970333333333333,0.585388889
GRANOS DE ELOTE,GR,0.1179,11.7867,365,74.26,4.74,9.42,,7,2.71,0,2.71,2.21,0,0.38,0.2,3.63,0.42,0.62,,,0,0,,0,,0.67,1.25,2.16,0
GRASA COMESTIBLE,GR,0.0735,7.3458,884,0,99.97,0,0,1,0.07,0,0.07,0,0,0.02,0,0,0.68,0,0,0,0,0,6.13,0,53.2,24.98,41.186,28.213,0
GUANÁBANA,GR,0.1033,10.3274,66,16.84,0.3,1,3.3,14,0.6,0,0.6,0.1,20.6,0.07,0.05,0.9,0.25,0.06,0,14,0,0,0.08,0,0.4,0.051,0.09,0.069,0
GUARNICIÓN DE VERDURAS,GR,0.0745,7.4494,60,13.09,0.15,2.86,4.4,25,0.82,0,0.82,0.49,3.2,0.07,0.12,0.85,0.15,0.07,,19,0,214,0.38,,23.5,0.031,0.01,0.072,0
GUAYABA,GR,0.0579,5.7909,53.81875,11.54125,0.6025,0.9600000000000001,3.8042857142857143,22.88625,0.3775,0,0.37875000000000003,0.14125000000000001,114.255,0.03125,0.0425,0.5562499999999999,0.21200000000000002,0.06375,2.4499999999999997,9.158333333333333,0.02,14.7,0.18833333333333335,1.5899999999999999,1.068,0.20675,0.078,0.13075,0.563625
HABA,GR,0.1427,14.2736,177.62590909090912,24.52590909090909,4.508636363636364,9.618181818181819,5.713181818181818,39.095454545454544,2.537142857142857,0,2.752105263157895,0.9638095238095239,9.679047619047617,0.14619047619047618,0.11952380952380953,1.4752380952380952,0.35789473684210527,0.1338095238095238,22.722380952380952,80.09949999999999,0.058571429,21.00809523809524,0.4889473684210527,1.8636842105263156,7.987894736842105,0.9615454545454546,2.118727272727273,1.5808181818181817,14.55747619047619
HARINA DE ARROZ,GR,0.0661,6.609,365.23,81.5,1.09,7.5,2.4,10,0.35,0,0.35,0.8,0,0.14,0.02,2.59,0.82,0.44,76,4,0,0,0.11,0,0,0,0.442,0.379,0
HARINA DE MAÍZ,GR,0.0645,6.4515,297,49.27,7.58,8.01,2.4,163,3.32,0,3.32,0.57,0,0.49,0.12,4.19,0.28,0.03,100,19,0,0,0.86,0,4.2,1.225,3.801,2.152,0
HARINA DE TRIGO,GR,0.02,1.996,317.735,57.54,5.915,8.2,0.59,100.175,3.27,0,3.27,3.3049999999999997,0,0.35,0.235,2.75,0.39,0.04,144.015,,0,0,0,0,,2.805,1.9,1.05,0.045
HARINA HOT CAKES,GR,0.0667,6.6725,285.7,55.2,4,8.4,4.1,342,3.05,0,3.05,0.84,0,0.61,0.37,3.76,0.43,0.18,142.5,9,0,0,0.39,0,0.7,1.61,1.09,1.25,0
HELADO,GR,0.1232,12.3159,189.12875,28.52,6.73625,2.87875,1.0325,69.47375,1.0057142857142858,0,1.9366666666666668,0.5328571428571428,1.9957142857142856,0.10571428571428573,0.19285714285714287,0.8914285714285715,0.4800000000000001,0.051428571,0.3333333333333333,8.142857142857142,0.23285714285714285,72.14285714285714,0.255,11.64,1.1833333333333333,3.8325,2.6443333333333334,0.6003333333333333,22.577142857142857
HOJAS DE LAUREL,GR,5.1765,517.6536,313,74.97,8.36,7.61,26.3,834,43,0,43,3.7,46.5,0.01,0.42,2.01,,1.74,0,180,0,309,,0,,2.28,1.64,2.29,0
HUACHINANGO,GR,0.292,29.2005,120.91999999999999,0.15,3.835,20.695,0,195.57,0.8049999999999999,0.325,0.48,0.74,0.135,0.125,0.13,3.475,0.785,0.28500000000000003,1.325,8.835,3.5199999999999996,63.38,0.735,449.99,0.505,0.8400000000000001,1.0635,0.9025,43.283
HUEVO,GR,0.0484,4.8415,187.339,6.963666666666668,11.050999999999997,13.968666666666666,1.025,73.262,2.5276666666666667,0.033793103,2.5475862068965514,1.2531034482758616,2.817586206896552,0.12517241379310345,0.3927586206896553,0.6931034482758622,1.1814814814814816,0.16607142857142862,20.763214285714287,45.06518518518519,1.3560714285714286,128.7265517241379,1.1900000000000002,46.16678571428571,5.964615384615385,3.0545714285714287,4.382000000000001,2.392142857142857,383.5642857142857
JAIBA,GR,0.1904,19.0375,90,0.55,1.19,17.35,0,44,0.8,0.32,0.48,4.3,0,0.12,0.08,2.3499999999999996,0.675,0.155,0,47.5,6.165,326.5,1.84,0,0.3,0,0,0.194,114
JAMAICA,GR,0.2417,24.1678,78.77666666666666,16.88,0.11333333333333333,1.4633333333333332,6.1000000000000005,9.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMÓN,GR,0.2375,23.7517,182,24,6,9,1,121.62,1.15,,,1.66,0.03,0.34,0.31,3.74,0.53,,,,0.52,0,0.76,0,5.9,3,3.108,1.603,17
JARABE P/PREPARAR BEBIDAS,ML,0.0716,7.1608,289.1,58.22,2.96,1.51,1.48,0,0.03,0,0.03,0.06,10,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JITOMATE,GR,0.0277,2.7743,91.4525,11.73875,3.5225,5.07625,2.5300000000000002,31.728749999999998,1.6712500000000001,0.11,1.545,0.59375,13.455000000000002,0.09875,0.10125,2.07375,0.355,0.11625,0.41,17.10625,0.0275,31.545,0.46625,1.7200000000000002,12.1775,0.9882500000000001,1.0495,0.961125,5.83275
JUGO DE FRUTA,ML,0.0283,2.8346,43.05200000000001,10.358,0.10600000000000001,0.292,0.188,34.62,0.244,0,0.18999999999999997,0.02,23.302,0.032,0.044,0.06,0.04,0.024,0.845,1.47,0.22200000000000003,43.625,0.835,9.8,0.22499999999999998,0,0.022,0.046,0
JUREL,GR,0.067,6.7043,120.91999999999999,0.15,3.835,20.695,0,195.57,0.8049999999999999,0.325,0.48,0.74,0.135,0.125,0.13,3.475,0.785,0.28500000000000003,1.325,8.835,3.5199999999999996,63.38,0.735,449.99,0.505,0.8400000000000001,1.0635,0.9025,43.283
JÍCAMA,GR,0.0248,2.4773,33.22,7.93,0.12,0.725,3.9400000000000004,14.605,0.55,0,0.55,0.16999999999999998,17.355,0.025,0.03,0.21000000000000002,0.17,0.045,0,10.68,0,2.26,0.36,0,3.525,0.031,0.0115,0.041499999999999995,0
KIWI,GR,0.0962,9.6196,63.22666666666667,15.543333333333335,0.31,0.8833333333333333,2.0533333333333332,21.046666666666667,0.30333333333333334,0,0.30333333333333334,0.14,53.343333333333334,0.033333333,0.033333333,0.3666666666666667,0.13,0.096666667,0.23666666666666666,20.05666666666667,0,11.99,0.67,0,18.429999999999996,0.036666667,0.030000000000000002,0.14533333333333334,0
LECHE CONDENSADA,GR,0.1023,10.2268,313.925,64.265,3.06,7.475,0,0,0.195,0,0.2,0.94,3,0.09,0.42,0.2,0.75,0.05,5.5,11,0.44,53,0.16,8,0.6,2.165,2.3085,0.22,0.34
LECHE EN POLVO,GR,0.1993,19.9294,493.33,39,26,26,0,910,0.47,0,0.47,3.67,8.6,0.28,1.21,0.65,2.27,0.3,37,37,3.25,400,0.58,94,2.2,17,7.924,0.665,97
LECHE EVAPORADA,GR,0.0666,6.661,109.6,10.9,4,7.5,0,261,0.1,0,0.1,0.77,2,0.05,0.32,0.2,0.64,0.05,0.48,8,0.16,54,,30.92,0.5,4.59,2.1,0.17,29
LECHE PASTEURIZADA,ML,0.0293,2.9288,49.04,4.75,2.36,3.05,0,120,0.69,,,0.91,6.85,,0.13,,,,7.78,,0.11,48.6,,19.2,,0.8,,,
LECHE ULTRAPASTEURIZADA,ML,0.0345,3.4514,61.4,5.6,3,3,0,119.6,,,,,,,,,,,,,,,,20,,1.84,,,
LENGUADO,GR,0.179,17.9,76,0,1,16.7,0,12,0.8,0.32,0.48,0.5,0,0.05,0.05,1.7,0.19,0.1,11,5,9,10,0.63,113,0.1,0,0,0,46
LENTEJA,GR,0.0582,5.8167,190.89666666666668,34.065,0.9433333333333334,13.639999999999999,10.838,37.303333333333335,4.168333333333333,0,4.223333333333334,1.9516666666666664,4.79,0.3766666666666667,0.12833333333333333,1.416666666666667,0.9616666666666666,0.27999999999999997,0,244.845,0,1.7149999999999999,0.28600000000000003,0,3.696,0.12416666666666669,0.19266666666666668,0.43100000000000005,0
LIMA,GR,0.0478,4.7771,36.306666666666665,10.146666666666667,0.066666667,0.2633333333333333,0.9333333333333332,14.863333333333335,0.24333333333333332,0,0.355,0.053333333,9.700000000000001,0.01,0.006666667,0.073333333,0.073333333,0.013333333333333334,0,2.6666666666666665,0,0.6666666666666666,0.073333333,0,0.19999999999999998,0.007333333,0.006333333,0.018333333333333333,0
LIMÓN,GR,0.0324,3.2426,345,12,23,21.5,2,22,0.88,,,1.08,0.3,0.085,0.18,6.720000000000001,0.75,0.18,2.5,7,0.39,15.5,0.6200000000000001,3.5,3.5,5,7.5335,4.344,83.5
LINAZA,GR,0.1146,11.4641,346.79,40.2225,18.365,13.905000000000001,12.3675,231.945,3.15,0,3.15,0.6,,0.26,0.215,2.535,,,89.75999999999999,,,,,,,2.23,4.8825,14.3825,0.5
LISA,GR,0.0526,5.2572,112,0,9.36,19.6,0,26,1.8,0.72,1.08,0.6,0,0.07,0.08,5.2,0.76,0.43,0,9,0.22,37,1,61,0.1,0.001,0.001,1.766,49
LOBINA,GR,0.297,29.7,89,0,1,20,0,15.96,0.6,0.24,0.36,0.4,0,0.35,0.07,0.9,0.75,0.4,0,5,0.3,0,0.84,226,0.1,0.342,0.453,1.06,43.65
MAMEY,GR,0.0465,4.6473,61.48,11.495000000000001,1.43,1.41,1.875,47.345,0.44999999999999996,0,0.44999999999999996,0.195,8.745000000000001,0.03,0.085,0.28500000000000003,0.195,0.075,0,10.51,0.16,23.745,0.05,15.73,0.21,0.7985,0.4285,0.12,3.533
MANDARINA,GR,0.0505,5.052,53,13.34,0.31,0.81,1.8,37,0.15,0,0.15,0.07,26.7,0.06,0.04,0.38,0.22,0.08,0,16,0,34,0.2,0,0,0.039,0.06,0.065,0
MANGO,GR,0.0355,3.553,97.33533333333334,16.71,2.0420000000000003,3.3906666666666667,1.1692857142857143,18.76571428571429,0.38642857142857145,0,0.3041666666666667,0.3735714285714286,28.049333333333333,0.042142857,0.056428571,1.292857142857143,0.24692307692307688,0.10153846153846155,1.8186666666666664,21.126923076923074,0.071428571,46.96785714285714,0.6346153846153846,1.2842857142857143,3.11,0.5386428571428572,1.2522307692307693,0.712923077,12.281
MANTECA DE CERDO,GR,0.0971,9.7148,902,0,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,2.7,28,0,49.8,41.8,4,109
MANTEQUILLA,GR,0.2766,27.6645,474.674,25.72,40.858,2.3840000000000003,1.416,21.2,2.082,0,0.6525000000000001,0.172,0.8800000000000001,0.2,0.12600000000000003,1.27,0.1875,0.21400000000000002,17.8,4.5,0.09,334.8,1.335,34,4.875,39.394333333333336,17.185999999999996,1.8996666666666666,185
MANZANA,GR,0.0444,4.4384,130.35857142857142,28.26535714285714,1.6367857142857145,1.1160714285714284,1.7923076923076924,60.36884615384615,2.9732142857142856,0.008888889,3.07,2.86,22.326538461538462,0.3073076923076923,0.13119999999999998,2.0632,0.2226315789473684,0.3111999999999999,14.372592592592593,6.630454545454546,0.30041666666666667,54.1404,0.3743478260869565,29.48434782608696,1.1042857142857143,0.7713636363636361,0.7761904761904764,0.2812857142857143,0.49225
MARGARINA,GR,0.1782,17.8249,542.74,1.0599999999999998,59.54666666666666,0.63,0,19,0.046666667,0,0.07,0.006666667,0.033333333,0.006666667,0.023333333333333334,0.006666667,0.055,1.38,0.3333333333333333,1,3.6200000000000006,637.8133333333334,14.546666666666667,54.76333333333333,42.364999999999995,17.202,15.947333333333333,22.493333333333336,0
